Account_Name,Salesforce_ID,Industry,Geography,CSM,Account_Executive,Contract_Start,Contract_End,ARR,New_ARR,ARR_Delta,Renewal_Outcome,Churned,Churn_Reason,Health_Score_Overall,Health_Label,Health_Support,Health_NPS,Health_Usage,Health_Adoption,Health_Engagement,Health_Risk_Score,Risk_Identified,Account_Summary
Summit Ventures,001VKFTLECSAZ0L,Logistics,Northeast US,Derek Okafor,Ryan Callahan,2023-01-11,2024-01-11,31000,33000,2000,Renewal Up,No,,89,Green,74,99,85,97,91,76,Open critical support tickets,"CSM: Derek Okafor established multi-threaded relationships across IT and business units. AE: Ryan Callahan is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: up ($2,000). Health: Green. Outcome: Renewal Up."
Stratos Intelligence,0017XKWQ0YWM9Q7,Technology,West Coast US,Marcus Rivera,Brooke Sanders,2023-06-03,2024-06-02,59000,59000,0,Renewal Flat,No,,94,Green,100,82,100,100,89,85,Declining usage trend,CSM: Marcus Rivera reports strong adoption and positive QBR outcomes. AE: Brooke Sanders closed renewal with a 0% ARR increase. Prediction: Likely to renew. ARR movement: flat ($0). Health: Green. Outcome: Renewal Flat.
Fusion Digital,001EWHO5QQ8QMXE,Professional Services,Southwest US,Derek Okafor,Brooke Sanders,2023-07-21,2024-07-20,106000,106000,0,Renewal Flat,No,,96,Green,100,98,90,100,93,96,Budget freeze flagged,CSM: Derek Okafor delivered ROI report in Q3; executive team cited measurable value. AE: Brooke Sanders secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: flat ($0). Health: Green. Outcome: Renewal Flat.
Meridian Intelligence,001DXK31WBHTFNS,Logistics,Nordics,Sarah Mitchell,Brooke Sanders,2023-07-30,2024-07-29,53000,68000,15000,Renewal Up,No,,93,Green,84,87,100,100,97,100,Declining usage trend,"CSM: Sarah Mitchell navigated a champion change successfully; new stakeholder is engaged. AE: Brooke Sanders secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: up ($15,000). Health: Green. Outcome: Renewal Up."
Cobalt Analytics,001I01RV1TWBDCA,Life Sciences,Southeast US,Sarah Mitchell,Alicia Torres,2023-11-16,2024-11-15,722000,0,-722000,Churn,Yes,Product did not meet evolving use-case requirements,42,Red,52,51,34,29,46,73,Open critical support tickets,"CSM: Sarah Mitchell flagged risk early but escalation support was delayed. AE: Alicia Torres offered a significant discount; budget freeze made renewal untenable. Prediction: Account did not renew. Final ARR lost: $722,000. Reason: Product did not meet evolving use-case requirements"
Cobalt Platforms,0016QMGK2F5FE6O,Government,Middle East,Connor Walsh,Jason Whitmore,2023-07-14,2024-07-13,155000,171000,16000,Renewal Up,No,,69,Yellow,55,73,82,56,81,66,Single-threaded relationship,"CSM: Connor Walsh proactively identified and resolved an integration risk ahead of renewal. AE: Jason Whitmore closed renewal with a 10% ARR increase. Prediction: Likely to renew. ARR movement: up ($16,000). Health: Yellow. Outcome: Renewal Up."
Prism Solutions,001V9NPUQARYMMD,Manufacturing,Australia & NZ,Priya Nair,Samantha Lowe,2023-12-31,2024-12-30,97000,97000,0,Renewal Flat,No,,80,Green,91,66,65,91,87,92,None identified,CSM: Priya Nair delivered ROI report in Q3; executive team cited measurable value. AE: Samantha Lowe aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: flat ($0). Health: Green. Outcome: Renewal Flat.
Quantum Networks,0019NJS96ALGXZJ,Government,LATAM,Sarah Mitchell,Jason Whitmore,2023-01-10,2024-01-10,586000,832000,246000,Renewal Up,No,,91,Green,93,100,81,89,96,80,Declining usage trend,"CSM: Sarah Mitchell reports strong adoption and positive QBR outcomes. AE: Jason Whitmore positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: up ($246,000). Health: Green. Outcome: Renewal Up."
Momentum Intelligence,001NBYZM242OM7Z,Healthcare,Southern Europe,Lauren Chu,Jason Whitmore,2023-02-24,2024-02-24,137000,193000,56000,Renewal Up,No,,84,Green,94,86,67,90,86,94,Competitor evaluation in progress,"CSM: Lauren Chu reports strong adoption and positive QBR outcomes. AE: Jason Whitmore secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: up ($56,000). Health: Green. Outcome: Renewal Up."
Elevate Systems,001GCUIDC00M6CU,Telecommunications,Australia & NZ,Connor Walsh,Alicia Torres,2023-08-10,2024-08-09,748000,748000,0,Renewal Flat,No,,52,Yellow,62,46,44,65,47,49,Single-threaded relationship,CSM: Connor Walsh reports strong adoption and positive QBR outcomes. AE: Alicia Torres is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: flat ($0). Health: Yellow. Outcome: Renewal Flat.
Nimbus Ventures,001HZNWG3ZRZQ0V,Financial Services,Southeast US,Priya Nair,Ethan Graves,2023-04-06,2024-04-05,426000,567000,141000,Renewal Up,No,,60,Yellow,54,56,52,76,65,66,Open critical support tickets,"CSM: Priya Nair reports strong adoption and positive QBR outcomes. AE: Ethan Graves secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: up ($141,000). Health: Yellow. Outcome: Renewal Up."
Cobalt Health,0019FWVVSKP30TX,Healthcare,Northeast US,Lauren Chu,David Kim,2023-12-12,2024-12-11,564000,446000,-118000,Renewal Down,No,,56,Yellow,56,52,69,64,42,60,Budget freeze flagged,"CSM: Lauren Chu proactively identified and resolved an integration risk ahead of renewal. AE: David Kim is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: down ($118,000). Health: Yellow. Outcome: Renewal Down."
Nimbus Systems,001U0LM3NKRT0IG,Education,Southern Europe,Connor Walsh,Chloe Dupont,2023-06-12,2024-06-11,409000,493000,84000,Renewal Up,No,,81,Green,76,89,90,76,76,66,Declining usage trend,"CSM: Connor Walsh reports strong adoption and positive QBR outcomes. AE: Chloe Dupont secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: up ($84,000). Health: Green. Outcome: Renewal Up."
Redwood Software,001FNP36F8HARJH,Manufacturing,Southwest US,Lauren Chu,Ethan Graves,2023-02-04,2024-02-04,95000,125000,30000,Renewal Up,No,,66,Yellow,64,68,72,64,62,62,Declining usage trend,"CSM: Lauren Chu delivered ROI report in Q3; executive team cited measurable value. AE: Ethan Graves is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: up ($30,000). Health: Yellow. Outcome: Renewal Up."
Crimson Innovations,001OALFWYPEEK03,Healthcare,Northeast US,Tyler Henson,Chloe Dupont,2023-10-12,2024-10-11,389000,549000,160000,Renewal Up,No,,78,Green,76,78,72,71,95,75,Open critical support tickets,"CSM: Tyler Henson proactively identified and resolved an integration risk ahead of renewal. AE: Chloe Dupont aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: up ($160,000). Health: Green. Outcome: Renewal Up."
Ember Platforms,0012Z682U6ZV3IU,Logistics,LATAM,Natalie Bergmann,Megan Foster,2023-08-19,2024-08-18,360000,514000,154000,Renewal Up,No,,58,Yellow,65,56,48,62,61,60,Low NPS score,"CSM: Natalie Bergmann delivered ROI report in Q3; executive team cited measurable value. AE: Megan Foster is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: up ($154,000). Health: Yellow. Outcome: Renewal Up."
Momentum Health,001JF4CIWL3RFJL,Life Sciences,LATAM,Natalie Bergmann,Brooke Sanders,2023-09-16,2024-09-15,654000,879000,225000,Renewal Up,No,,95,Green,84,100,100,97,97,81,Missed QBR Q3,"CSM: Natalie Bergmann navigated a champion change successfully; new stakeholder is engaged. AE: Brooke Sanders positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: up ($225,000). Health: Green. Outcome: Renewal Up."
Bedrock Ventures,0012P3AJFAX1CQ6,Technology,Nordics,Aisha Patel,Ethan Graves,2023-05-26,2024-05-25,65000,65000,0,Renewal Flat,No,,79,Green,89,75,68,94,73,79,Missed QBR Q3,CSM: Aisha Patel established multi-threaded relationships across IT and business units. AE: Ethan Graves closed renewal with a 0% ARR increase. Prediction: Likely to renew. ARR movement: flat ($0). Health: Green. Outcome: Renewal Flat.
Vanguard Platforms,001E8E5TNLZTWXO,Education,Nordics,Sarah Mitchell,Jason Whitmore,2023-03-13,2024-03-12,182000,0,-182000,Churn,Yes,Support response times consistently fell below SLA,52,Yellow,40,67,55,40,62,39,Declining usage trend,"CSM: Sarah Mitchell flagged risk early but escalation support was delayed. AE: Jason Whitmore attempted a commercial restructure but the account chose not to renew. Prediction: Account did not renew. Final ARR lost: $182,000. Reason: Support response times consistently fell below SLA"
Meridian Group,001S7I19MO1RTSX,Life Sciences,Southwest US,Natalie Bergmann,Megan Foster,2023-01-27,2024-01-27,94000,94000,0,Renewal Flat,No,,82,Green,70,68,89,94,92,73,Open critical support tickets,CSM: Natalie Bergmann established multi-threaded relationships across IT and business units. AE: Megan Foster is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: flat ($0). Health: Green. Outcome: Renewal Flat.
Stratos AI,001IBHIF5SL1YA1,Healthcare,Northeast US,Aisha Patel,Ethan Graves,2023-07-08,2024-07-07,160000,160000,0,Renewal Flat,No,,59,Yellow,67,50,55,56,67,64,Low executive engagement,CSM: Aisha Patel reports strong adoption and positive QBR outcomes. AE: Ethan Graves positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: flat ($0). Health: Yellow. Outcome: Renewal Flat.
Ironwood Innovations,001FAWWJNN41JH6,Financial Services,DACH,Lauren Chu,Chloe Dupont,2023-02-24,2024-02-24,158000,158000,0,Renewal Flat,No,,96,Green,100,95,96,91,99,87,Open critical support tickets,CSM: Lauren Chu reports strong adoption and positive QBR outcomes. AE: Chloe Dupont closed renewal with a 0% ARR increase. Prediction: Likely to renew. ARR movement: flat ($0). Health: Green. Outcome: Renewal Flat.
Aether Data,001HVKQXI64HAA3,Government,Canada,Connor Walsh,Nathan Webb,2023-11-12,2024-11-11,305000,355000,50000,Renewal Up,No,,83,Green,78,85,90,71,95,81,Champion departure risk,"CSM: Connor Walsh navigated a champion change successfully; new stakeholder is engaged. AE: Nathan Webb is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: up ($50,000). Health: Green. Outcome: Renewal Up."
Pinnacle Solutions,00187KNUFBHGP5C,Insurance,Southeast US,Lauren Chu,Ryan Callahan,2023-03-31,2024-03-30,77000,0,-77000,Churn,Yes,Internal budget cuts eliminated the software category,38,Red,26,30,36,51,51,50,Open critical support tickets,"CSM: Lauren Chu flagged risk early but escalation support was delayed. AE: Ryan Callahan competed against an incumbent re-entry; lost on total cost of ownership. Prediction: Account did not renew. Final ARR lost: $77,000. Reason: Internal budget cuts eliminated the software category"
Apex Group,001DI5UUJZR0FCY,Logistics,Midwest US,Aisha Patel,Chloe Dupont,2023-04-14,2024-04-13,56000,0,-56000,Churn,Yes,Data privacy concerns unresolved after multiple escalations,17,Red,21,31,4,24,5,67,Missed QBR Q3,"CSM: Aisha Patel noted declining usage for two quarters; remediation plan was not adopted. AE: Chloe Dupont competed against an incumbent re-entry; lost on total cost of ownership. Prediction: Account did not renew. Final ARR lost: $56,000. Reason: Data privacy concerns unresolved after multiple escalations"
Keystone Solutions,001Y8GY39BU4UZ2,Healthcare,Nordics,Lauren Chu,Alicia Torres,2023-11-24,2024-11-23,224000,0,-224000,Churn,Yes,Data privacy concerns unresolved after multiple escalations,41,Red,40,52,41,43,31,63,Competitor evaluation in progress,"CSM: Lauren Chu maintained regular cadence but could not overcome the executive sponsor departure. AE: Alicia Torres offered a significant discount; budget freeze made renewal untenable. Prediction: Account did not renew. Final ARR lost: $224,000. Reason: Data privacy concerns unresolved after multiple escalations"
Harbor Networks,001GOQMK31RTMPV,Media & Entertainment,LATAM,Marcus Rivera,Chloe Dupont,2023-06-24,2024-06-23,370000,534000,164000,Renewal Up,No,,87,Green,98,92,76,99,72,81,Integration stalled,"CSM: Marcus Rivera navigated a champion change successfully; new stakeholder is engaged. AE: Chloe Dupont positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: up ($164,000). Health: Green. Outcome: Renewal Up."
Beacon Dynamics,0014U923O359TSU,Energy,APAC,Priya Nair,Brooke Sanders,2023-10-23,2024-10-22,145000,175000,30000,Renewal Up,No,,73,Yellow,73,61,68,81,84,83,Competitor evaluation in progress,"CSM: Priya Nair proactively identified and resolved an integration risk ahead of renewal. AE: Brooke Sanders secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: up ($30,000). Health: Yellow. Outcome: Renewal Up."
Harbor Capital,001O1DXQ46GA2SD,Telecommunications,UK & Ireland,Lauren Chu,Brooke Sanders,2023-06-01,2024-05-31,29000,0,-29000,Churn,Yes,Competitor offered lower price and feature parity,83,Green,95,75,86,89,72,99,Open critical support tickets,"CSM: Lauren Chu flagged risk early but escalation support was delayed. AE: Brooke Sanders attempted a commercial restructure but the account chose not to renew. Prediction: Account did not renew. Final ARR lost: $29,000. Reason: Competitor offered lower price and feature parity"
Zenith Innovations,001G1CJ8PMOZKNH,Professional Services,Northeast US,Connor Walsh,Samantha Lowe,2023-02-20,2024-02-20,150000,209000,59000,Renewal Up,No,,90,Green,95,81,95,90,91,80,Missed QBR Q3,"CSM: Connor Walsh proactively identified and resolved an integration risk ahead of renewal. AE: Samantha Lowe positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: up ($59,000). Health: Green. Outcome: Renewal Up."
Harbor Data,001RABR6RTC0Z7Q,Financial Services,Canada,Tyler Henson,Chloe Dupont,2023-12-12,2024-12-11,323000,340000,17000,Renewal Up,No,,76,Green,73,80,78,83,70,62,Low NPS score,"CSM: Tyler Henson navigated a champion change successfully; new stakeholder is engaged. AE: Chloe Dupont positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: up ($17,000). Health: Green. Outcome: Renewal Up."
Summit Consulting,001GJU2T0JESGQ4,Healthcare,Australia & NZ,Marcus Rivera,Nathan Webb,2023-01-23,2024-01-23,63000,50000,-13000,Renewal Down,No,,61,Yellow,76,72,48,52,61,61,Open critical support tickets,"CSM: Marcus Rivera navigated a champion change successfully; new stakeholder is engaged. AE: Nathan Webb closed renewal with a 0% ARR increase. Prediction: Likely to renew. ARR movement: down ($13,000). Health: Yellow. Outcome: Renewal Down."
Fusion Labs,0015VRZ38EFE9VA,Government,France & Benelux,Aisha Patel,Ryan Callahan,2023-02-04,2024-02-04,176000,176000,0,Renewal Flat,No,,93,Green,92,100,98,84,94,96,Low executive engagement,CSM: Aisha Patel established multi-threaded relationships across IT and business units. AE: Ryan Callahan closed renewal with a 0% ARR increase. Prediction: Likely to renew. ARR movement: flat ($0). Health: Green. Outcome: Renewal Flat.
Ascend Data,001MO765EFUXQ9N,Logistics,Southeast US,Priya Nair,Samantha Lowe,2023-09-19,2024-09-18,83000,0,-83000,Churn,Yes,Competitor offered lower price and feature parity,82,Green,78,84,83,81,86,81,Budget freeze flagged,"CSM: Priya Nair noted declining usage for two quarters; remediation plan was not adopted. AE: Samantha Lowe attempted a commercial restructure but the account chose not to renew. Prediction: Account did not renew. Final ARR lost: $83,000. Reason: Competitor offered lower price and feature parity"
Indigo Data,001JTK3LIRHXRHG,Technology,Australia & NZ,Natalie Bergmann,Megan Foster,2023-05-07,2024-05-06,155000,224000,69000,Renewal Up,No,,64,Yellow,72,61,49,72,69,47,Champion departure risk,"CSM: Natalie Bergmann established multi-threaded relationships across IT and business units. AE: Megan Foster secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: up ($69,000). Health: Yellow. Outcome: Renewal Up."
